Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6777060491336,title,fr,,,Heather Gray No Show Socks 3-Pack,Heather Gray No Show Socks 3-Pack
PRODUCT,'6777060491336,body_html,fr,,,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:  </strong> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Premium never show sock <span data-mce-fragment=""1"">(3-pack)</span>
</li>
<li data-mce-fragment=""1"">Rubber stopper so your socks don’t slip</li>
<li data-mce-fragment=""1"">Moisture wicking</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">75% modal/22% polyamide/3% elastane</span></li>
<li data-mce-fragment=""1"">Contour seam construction</li>
<li data-mce-fragment=""1"">Seamless toe</li>
<li data-mce-fragment=""1"">Machine washable</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">M – 7-9 shoe size</li>
<li data-mce-fragment=""1"">L – 9.5-11.5 shoe size</li>
<li data-mce-fragment=""1"">XL – 12-14 shoe size</li>
</ul>","<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong></p>

<ul data-mce-fragment=""1"">

 <li data-mce-fragment=""1"">Chaussettes premium ne jamais montrer <span data-mce-fragment=""1"">(paquet de 3)</span>

</li>

<li data-mce-fragment=""1""> Bouchon en caoutchouc pour que vos chaussettes ne glissent pas</li>

<li data-mce-fragment=""1""> Évacuation de l'humidité</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">75% modal/22% polyamide/3% élasthanne</span>
</li>

<li data-mce-fragment=""1""> Coutures profilées</li>

<li data-mce-fragment=""1""> Bout sans couture</li>

<li data-mce-fragment=""1""> Lavable en machine</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> M – pointure 7-9</li>

<li data-mce-fragment=""1""> L – pointure 9,5-11,5</li>

<li data-mce-fragment=""1""> XL – pointure 12-14</li>


</ul>"
PRODUCT,'6777060491336,handle,fr,,,heather-gray-no-show-socks,
PRODUCT,'6777060687944,title,fr,,,Black No Show Socks 3-Pack,Black No Show Socks 3-Pack
PRODUCT,'6777060687944,body_html,fr,,,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:  </strong> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Premium never show sock <span data-mce-fragment=""1"">(3-pack)</span>
</li>
<li data-mce-fragment=""1"">Rubber stopper so your socks don’t slip</li>
<li data-mce-fragment=""1"">Moisture wicking</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">75% modal/22% polyamide/3% elastane</span></li>
<li data-mce-fragment=""1"">Contour seam construction</li>
<li data-mce-fragment=""1"">Seamless toe</li>
<li data-mce-fragment=""1"">Machine washable</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">M – 7-9 shoe size</li>
<li data-mce-fragment=""1"">L – 9.5-11.5 shoe size</li>
<li data-mce-fragment=""1"">XL – 12-14 shoe size</li>
</ul>","<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Chaussettes premium ne jamais montrer <span data-mce-fragment=""1"">(paquet de 3)</span>

</li>

<li data-mce-fragment=""1""> Bouchon en caoutchouc pour que vos chaussettes ne glissent pas</li>

<li data-mce-fragment=""1""> Évacuation de l'humidité</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">75% modal/22% polyamide/3% élasthanne</span>
</li>

<li data-mce-fragment=""1""> Coutures profilées</li>

<li data-mce-fragment=""1""> Bout sans couture</li>

<li data-mce-fragment=""1""> Lavable en machine</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> M – pointure 7-9</li>

<li data-mce-fragment=""1""> L – pointure 9,5-11,5</li>

<li data-mce-fragment=""1""> XL – pointure 12-14</li>


</ul>"
PRODUCT,'6777060687944,handle,fr,,,black-no-show-socks-1,
PRODUCT,'6777071927368,title,fr,,,Spectrum Long Sleeve Crew 9-Pack,Spectrum Long Sleeve Crew 9-Pack
PRODUCT,'6777071927368,body_html,fr,,,"<p><strong>Features:   </strong> </p>
<ul>
<li>Premium fitted crew neck long sleeve</li>
<li>60% combed ringspun cotton/40% polyester jersey</li>
<li><span>Fabric will shrink minimally (5%) on a low heat setting in the dryer</span></li>
<li>Classic side seam for the best look &amp; fit</li>
<li>Soft tag – tag is screen-printed on the tee for maximum comfort</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li>Model is 6'0"" and wearing size M</li>
</ul>
<p><strong data-mce-fragment=""1"">Colors Included in Pack: </strong></p>
<ul>
<li>Black</li>
<li>Carbon</li>
<li>Navy</li>
<li>Mahogany</li>
<li>Heather Dark Oak</li>
<li>Military Green</li>
<li>Indigo</li>
<li>Heather Gray</li>
<li>White</li>
</ul>","<p> <strong>Caractéristiques:</strong></p>

<ul>

<li> Manches longues à col ras du cou ajusté haut de gamme</li>

<li> 60 % coton peigné ring-spun/40 % jersey de polyester</li>

<li> <span>Le tissu rétrécira légèrement (5 %) à basse température dans la sécheuse.</span>
</li>

 <li>Couture latérale classique pour un look et un ajustement optimaux</li>

<li> Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> Le mannequin mesure 6'0"" et porte une taille M</li>


</ul>

<p> <strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Carbone</li>

<li> Marine</li>

<li> Acajou</li>

<li> Chêne foncé chiné</li>

<li> Vert militaire</li>

<li> Indigo</li>

<li> Gris chiné</li>

<li> Blanc</li>


</ul>"
PRODUCT,'6777071927368,handle,fr,,,copy-of-spectrum-long-sleeve-crew-9-pack,
PRODUCT,'6777071927368,meta_title,fr,,,Spectrum Long Sleeve Crew 9-Pack | Spectrum Long Sleeve Crew 9-Pack | True Classic,"Ensemble ras du cou à manches longues Spectrum, paquet de 9 | Ensemble ras du cou à manches longues Spectrum, paquet de 9 | Un vrai classique"
PRODUCT,'6777071927368,meta_description,fr,,,Our black crew neck long sleeve is the perfect staple for your closet. Find the newest black crew neck long sleeve t-shirts at True Classic today.,Notre col rond noir à manches longues est l'aliment de base parfait pour votre garde-robe. Trouvez les nouveaux t-shirts noirs à manches longues et col rond chez True Classic aujourd'hui.
PRODUCT,'6777584910408,title,fr,,,[TESTING] PRODUCT,[TESTING] PRODUCT
PRODUCT,'6777584910408,body_html,fr,,,"<p><strong>Features:</strong></p>
<ul>
<li><span>Premium fitted long sleeve crew neck t-shirt</span></li>
<li>Provides moisture wicking, odor control, quick dry and anti-microbial finish for maximum comfort</li>
<li>UPF 30 blocks 97% of UV rays</li>
<li>96% polyester/4% spandex</li>
<li><span>Fabric will shrink minimally (5%) on a low heat setting in the dryer</span></li>
<li><span>Classic side seam for the best look &amp; fit</span></li>
<li><span>Soft tag – tag is screen-printed on the tee for maximum comfort</span></li>
</ul>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><strong>Fit: </strong></p>
<ul>
<li><span>This is a contemporary/athletic cut. </span></li>
</ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li><span>Black</span></li>
<li>Charcoal Heather Gray</li>
<li>Heather Navy</li>
<li>Heather Military Green</li>
<li>Heather Burgundy</li>
<li>White</li>
</ul>
<ul></ul>","<p> <strong>Caractéristiques:</strong></p>

<ul>

<li> <span>T-shirt ajusté à manches longues et col rond de qualité supérieure</span>
</li>

<li> Fournit une évacuation de l'humidité, un contrôle des odeurs, un séchage rapide et une finition antimicrobienne pour un confort maximal</li>

<li> UPF 30 bloque 97 % des rayons UV</li>

<li> 96 % polyester/4 % élasthanne</li>

<li> <span>Le tissu rétrécira légèrement (5 %) à basse température dans la sécheuse.</span>
</li>

<li> <span>Couture latérale classique pour un look et un ajustement optimaux</span>
</li>

<li> <span>Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal</span> </li>


</ul>

<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span> <strong>Ajuster:</strong></p>

<ul>

 <li><span>Il s’agit d’une coupe contemporaine/athlétique.</span></li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> <span>Noir</span>
</li>

<li> Charbon Gris Chiné</li>

<li> Marine chiné</li>

<li> Vert militaire chiné</li>

<li> Bourgogne chiné</li>

<li> Blanc</li>


</ul>

<ul></ul>"
PRODUCT,'6777584910408,handle,fr,,,ts-pd,
PRODUCT,'6777584910408,meta_title,fr,,,TEST PRODUCT | TC,PRODUIT D'ESSAI | CT
PRODUCT,'6777584910408,meta_description,fr,,,Test product.,Testez le produit.
PRODUCT,'6777593528392,title,fr,,,Staple Long Sleeve Henley 6-Pack,Staple Long Sleeve Henley 6-Pack
PRODUCT,'6777593528392,body_html,fr,,,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:   </strong> </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Premium fitted long sleeve henley</li>
<li data-mce-fragment=""1"">60% combed ringspun cotton/40% polyester jersey</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric will shrink minimally (5%) on a low heat setting in the dryer</span></li>
<li data-mce-fragment=""1"">Classic side seam for the best look &amp; fit</li>
<li data-mce-fragment=""1"">Soft tag – tag is screen-printed on the tee for maximum comfort</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">This is a contemporary/athletic cut. </li>
<li data-mce-fragment=""1"">Model is 6'1"" and wearing size M</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Colors Included in Pack: </strong><br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Black</li>
<li data-mce-fragment=""1"">Navy</li>
<li data-mce-fragment=""1"">Carbon</li>
<li data-mce-fragment=""1"">Military Green</li>
<li data-mce-fragment=""1"">Heather Gray</li>
<li data-mce-fragment=""1"">White</li>
</ul>
<ul></ul>","<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Henley ajusté à manches longues de qualité supérieure</li>

<li data-mce-fragment=""1""> 60 % coton peigné ring-spun/40 % jersey de polyester</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Le tissu rétrécira légèrement (5 %) à basse température dans la sécheuse.</span>
</li>

<li data-mce-fragment=""1""> Couture latérale classique pour un look et un ajustement optimaux</li>

<li data-mce-fragment=""1""> Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li data-mce-fragment=""1""> Le mannequin mesure 6'1"" et porte une taille M</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong><br></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Noir</li>

<li data-mce-fragment=""1""> Marine</li>

<li data-mce-fragment=""1""> Carbone</li>

<li data-mce-fragment=""1""> Vert militaire</li>

<li data-mce-fragment=""1""> Gris chiné</li>

<li data-mce-fragment=""1""> Blanc</li>


</ul>

<ul></ul>"
PRODUCT,'6777593528392,handle,fr,,,staple-long-sleeve-henley-6-pack,
PRODUCT,'6777593528392,meta_title,fr,,,Staple Long Sleeve Henley 6-Pack | Staple Long Sleeve Henley 6-Pack | True Classic,"Henley à manches longues Staple, paquet de 6 | Henley à manches longues Staple, paquet de 6 | Un vrai classique"
PRODUCT,'6777942900808,title,fr,,,Winter Long Sleeve Variety 6-Pack 10/15 - 10/22 POTW,Winter Long Sleeve Variety 6-Pack 10/15 - 10/22 POTW
PRODUCT,'6777942900808,body_html,fr,,,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of All Styles: <wbr data-mce-fragment=""1""> <wbr data-mce-fragment=""1""></wbr></strong><wbr data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Your favorite styles in one variety pack!</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Soft tag – tag is screen-printed on the tee for maximum comfort</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric will shrink minimally (5%) on a low heat setting in the dryer</span></li>
</ul>
<ul></ul>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><strong>Fit: </strong></p>
<ul>
<li><span>This is a contemporary/athletic cut.</span></li>
</ul>
<p><strong data-mce-fragment=""1"">Styles &amp; Colors Included in Pack: </strong></p>
<ul>
<li><span style=""font-size: 0.875rem;"">Black Waffle Long Sleeve Crew Neck<br data-mce-fragment=""1""></span></li>
<li>
<span style=""font-size: 0.875rem;"">Navy Waffle Long Sleeve Crew Neck</span><br>
</li>
<li>Black Long Sleeve Henley<br>
</li>
<li>Burgundy Long Sleeve Henley<br>
</li>
<li>Navy Long Sleeve <span data-mce-fragment=""1"">Crew Neck</span><br>
</li>
<li>White Long Sleeve <span data-mce-fragment=""1"">Crew Neck</span><br>
</li>
</ul>
<ul></ul>","<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques de tous les styles :</strong><span data-mce-fragment=""1""> </span></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Vos styles préférés dans un seul pack varié !</span></li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal</span>
</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Le tissu rétrécira légèrement (5 %) à basse température dans la sécheuse.</span> </li>


</ul>

<ul></ul>

<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span> <strong>Ajuster:</strong></p>

<ul>

<li> <span>Il s’agit d’une coupe contemporaine/athlétique.</span>
</li>


</ul>

<p> <strong data-mce-fragment=""1"">Styles et couleurs inclus dans le pack :</strong></p>

<ul>

<li> <span style=""font-size: 0.875rem;"">Col ras du cou gaufré noir à manches longues<br data-mce-fragment=""1""></span>
</li>

<li>

 <span style=""font-size: 0.875rem;"">Col ras du cou gaufré bleu marine à manches longues</span><br>

</li>

<li> Henley noir à manches longues<br>

</li>

<li> Henley bordeaux à manches longues<br>

</li>

<li> <span data-mce-fragment=""1"">Col rond à</span> manches longues bleu marine<br>

</li>

<li> <span data-mce-fragment=""1"">Col ras du cou</span> blanc à manches longues<br>

</li>


</ul>

<ul></ul>"
PRODUCT,'6777942900808,handle,fr,,,winter-long-sleeve-variety-6-pack-potw,
PRODUCT,'6777942900808,meta_title,fr,,,Winter Long Sleeve Variety 6-Pack | Winter Long Sleeve Variety 6-Pack | True Classic,"Variété à manches longues d'hiver, paquet de 6 | Variété à manches longues d'hiver, paquet de 6 | Un vrai classique"
PRODUCT,'6777943687240,title,fr,,,On the Move Active Variety 6-Pack 10/15 - 10/22 POTW,On the Move Active Variety 6-Pack 10/15 - 10/22 POTW
PRODUCT,'6777943687240,body_html,fr,,,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of All Styles: <wbr data-mce-fragment=""1""> <wbr data-mce-fragment=""1""></wbr></strong><wbr data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Your favorite styles in one variety pack!</span></li>
<li>UPF 30 blocks 97% of UV rays (White is rated at UPF 15 - blocks 93%)</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Soft tag – tag is screen-printed on the tee for maximum comfort</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric will shrink minimally (5%) on a low heat setting in the dryer</span></li>
</ul>
<ul></ul>
<p><span data-stringify-type=""paragraph-break"" class=""c-mrkdwn__br""></span><strong>Fit: </strong></p>
<ul>
<li><span>This is a contemporary/athletic cut.</span></li>
</ul>
<ul></ul>
<p><strong data-mce-fragment=""1"">Styles &amp; Colors Included in Pack: </strong></p>
<ul>
<li>Black Active Hoodie<br data-mce-fragment=""1"">
</li>
<li>Charcoal Heather Gray Active Hoodie<br>
</li>
<li>Heather Military Green Active Long Sleeve Crew Neck<br>
</li>
<li>White Active Long Sleeve Crew Neck<br>
</li>
<li>Black Active <span data-mce-fragment=""1"">Short Sleeve</span> Crew Neck<br>
</li>
<li>Heather Burgundy Active <span data-mce-fragment=""1"">Short Sleeve </span>Crew Neck</li>
</ul>
<ul></ul>","<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques de tous les styles :</strong><span data-mce-fragment=""1""> </span></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Vos styles préférés dans un seul pack varié !</span></li>

<li> UPF 30 bloque 97 % des rayons UV (le blanc est évalué à UPF 15 – bloque 93 %)</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Étiquette souple – l'étiquette est sérigraphiée sur le t-shirt pour un confort maximal</span>
</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Le tissu rétrécira légèrement (5 %) à basse température dans la sécheuse.</span> </li>


</ul>

<ul></ul>

<p><span data-stringify-type=""paragraph-break"" class=""c-mrkdwn__br""></span> <strong>Ajuster:</strong></p>

<ul>

<li> <span>Il s’agit d’une coupe contemporaine/athlétique.</span>
</li>


</ul>

<ul></ul>

<p> <strong data-mce-fragment=""1"">Styles et couleurs inclus dans le pack :</strong></p>

<ul>

<li> Sweat à capuche actif noir<br data-mce-fragment=""1"">

</li>

<li> Sweat à capuche actif gris chiné charbon de bois<br>

</li>

<li> Col rond actif à manches longues vert militaire chiné<br>

</li>

 <li>Col ras du cou blanc Active à manches longues<br>

</li>

<li> Col ras du cou à <span data-mce-fragment=""1"">manches courtes</span> Active noir<br>

</li>

<li> Col rond actif <span data-mce-fragment=""1"">à manches courtes et</span> bordeaux chiné</li>


</ul>

<ul></ul>"
PRODUCT,'6777943687240,handle,fr,,,on-the-move-active-variety-6-pack-potw,
PRODUCT,'6777943687240,meta_title,fr,,,On the Move Active Variety 6-Pack | On the Move Active Variety 6-Pack | True Classic,En mouvement Variété active 6-Pack | En mouvement Variété active 6-Pack | Un vrai classique
PRODUCT,'6778384613448,title,fr,,,Core Color Long Sleeve Hoodie 3-Pack,Core Color Long Sleeve Hoodie 3-Pack
PRODUCT,'6778384613448,body_html,fr,,,"<p><span>The ultra-soft fabric of our best-selling crew necks, redesigned for lightweight warmth and all-day comfort. </span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:   </strong> <br></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Perfect fit</span>
</li>
<li>
<span> </span><span>Premium quality made to last</span>
</li>
<li>
<span> </span><span>Ultra-soft</span>
</li>
<li>
<span> </span><span>Lightweight</span>
</li>
<li>
<span> </span><span>No-itch, screen-printed tag</span>
</li>
<li>
<span> </span><span>60% cotton/40% polyester jersey</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Fitted in arms and shoulders</span>
</li>
<li>
<span> </span><span>Room through the body</span>
</li>
<li>
<span> </span><span>Size up for a looser fit</span>
</li>
<li><span>Model is 6'0"" and wearing size L</span></li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>Navy</li>
<li>Heather Gray</li>
</ul>","<p> <span>Le tissu ultra doux de nos cols ras du cou les plus vendus, repensé pour une chaleur légère et un confort toute la journée.</span></p>

<p data-mce-fragment=""1""></p>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong><br></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajustement parfait</span>

</li>

<li>

<span> </span><span>Qualité supérieure faite pour durer</span>

</li>

<li>

<span> </span><span>Ultra-doux</span>

</li>

<li>

<span> </span><span>Poids léger</span>

</li>

<li>

<span> </span><span>Étiquette sérigraphiée sans démangeaisons</span>

</li>

<li>

<span> </span><span>Jersey 60 % coton/40 % polyester</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajusté aux bras et aux épaules</span>

</li>

<li>

<span> </span><span>Espace à travers le corps</span>

</li>

<li>

<span> </span><span>Taille au-dessus pour une coupe plus ample</span>

</li>

<li> <span>Le mannequin mesure 6'0"" et porte une taille L</span>
</li>


</ul>

 <p><strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Marine</li>

<li> Gris chiné</li>


</ul>"
PRODUCT,'6778384613448,handle,fr,,,core-color-long-sleeve-hoodie-3-pack,
PRODUCT,'6778384613448,meta_title,fr,,,Core Color Long Sleeve Hoodie 3-Pack | Core Color Long Sleeve Hoodie 3-Pack | True Classic,Lot de 3 sweats à capuche Core Color à manches longues | Lot de 3 sweats à capuche Core Color à manches longues | Un vrai classique
PRODUCT,'6778384613448,meta_description,fr,,,Our men's black hooded long sleeve T-Shirt is ideal for dress down Friday or a weekend outfit. Check out our black hooded long sleeve T-Shirt at True Classic today.,Notre t-shirt noir à capuche et manches longues pour hommes est idéal pour une tenue décontractée du vendredi ou du week-end. Découvrez notre t-shirt noir à manches longues et à capuche chez True Classic aujourd'hui.
PRODUCT,'6778386743368,title,fr,,,Classic Long Sleeve Hoodie 2-Pack,Classic Long Sleeve Hoodie 2-Pack
PRODUCT,'6778386743368,body_html,fr,,,"<p><span>The ultra-soft fabric of our best-selling crew necks, redesigned for lightweight warmth and all-day comfort. </span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:   </strong> <br></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Perfect fit</span>
</li>
<li>
<span> </span><span>Premium quality made to last</span>
</li>
<li>
<span> </span><span>Ultra-soft</span>
</li>
<li>
<span> </span><span>Lightweight</span>
</li>
<li>
<span> </span><span>No-itch, screen-printed tag</span>
</li>
<li>
<span> </span><span>60% cotton/40% polyester jersey</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit: </strong></p>
<ul data-mce-fragment=""1"">
<li>
<span> </span><span>Fitted in arms and shoulders</span>
</li>
<li>
<span> </span><span>Room through the body</span>
</li>
<li>
<span> </span><span>Size up for a looser fit</span>
</li>
<li><span>Model is 6'0"" and wearing size L</span></li>
</ul>
<p><strong>Colors Included in Pack:</strong></p>
<ul>
<li>Black</li>
<li>Heather Gray</li>
</ul>","<p> <span>Le tissu ultra doux de nos cols ras du cou les plus vendus, repensé pour une chaleur légère et un confort toute la journée.</span></p>

<p data-mce-fragment=""1""></p>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong><br></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajustement parfait</span>

</li>

<li>

<span> </span><span>Qualité supérieure faite pour durer</span>

</li>

<li>

<span> </span><span>Ultra-doux</span>

</li>

<li>

<span> </span><span>Poids léger</span>

</li>

<li>

<span> </span><span>Étiquette sérigraphiée sans démangeaisons</span>

</li>

<li>

<span> </span><span>Jersey 60 % coton/40 % polyester</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li>

<span> </span><span>Ajusté aux bras et aux épaules</span>

</li>

<li>

<span> </span><span>Espace à travers le corps</span>

</li>

<li>

<span> </span><span>Taille au-dessus pour une coupe plus ample</span>

</li>

<li> <span>Le mannequin mesure 6'0"" et porte une taille L</span>
</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Gris chiné</li>


</ul>"
PRODUCT,'6778386743368,handle,fr,,,classic-long-sleeve-hoodie-2-pack,
PRODUCT,'6778386743368,meta_title,fr,,,Classic Long Sleeve Hoodie 2-Pack | Classic Long Sleeve Hoodie 2-Pack | True Classic,Lot de 2 sweats à capuche classiques à manches longues | Lot de 2 sweats à capuche classiques à manches longues | Un vrai classique
PRODUCT,'6778386743368,meta_description,fr,,,Our men's black hooded long sleeve T-Shirt is ideal for dress down Friday or a weekend outfit. Check out our black hooded long sleeve T-Shirt at True Classic today.,Notre t-shirt noir à capuche et manches longues pour hommes est idéal pour une tenue décontractée du vendredi ou du week-end. Découvrez notre t-shirt noir à manches longues et à capuche chez True Classic aujourd'hui.
PRODUCT,'6778389233736,title,fr,,,Standard Long Sleeve Hoodie 2-Pack,Standard Long Sleeve Hoodie 2-Pack
